year,cuenta,entidad,cop,entity_code,sector_code,indice,cop_def
2016,INVERSION,PROCURADURÍA GENERAL DE LA NACIÓN,22589293065.0,2501,25,88.05,25655074463.373085
2016,FUNCIONAMIENTO,DEFENSORÍA DEL PUEBLO,417559260000.0,2502,25,88.05,474229710391.8229
2016,INVERSION,DEFENSORÍA DEL PUEBLO,35947899417.0,2502,25,88.05,40826688718.90971
2016,FUNCIONAMIENTO,CONTRALORÍA GENERAL DE LA REPÚBLICA,443726734970.0,2601,26,88.05,503948591675.1846
2016,INVERSION,CONTRALORÍA GENERAL DE LA REPÚBLICA,46000000000.0,2601,26,88.05,52243043725.156166
2016,FUNCIONAMIENTO,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,71002787799.0,2602,26,88.05,80639168425.89438
2016,INVERSION,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,3742000000.0,2602,26,88.05,4249858035.2072687
2016,FUNCIONAMIENTO,RAMA JUDICIAL,3204119482320.0,2701,27,88.05,3638977265553.663
2016,INVERSION,RAMA JUDICIAL,231761571429.0,2701,27,88.05,263215867608.1772
2016,FUNCIONAMIENTO,REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,325976519581.0,2801,28,88.05,370217512300.9654
2016,INVERSION,REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,31200000000.0,2801,28,88.05,35434412265.758095
2016,FUNCIONAMIENTO,FONDO ROTATORIO DE LA REGISTRADURÍA,30332204000.0,2802,28,88.05,34448840431.572975
2016,INVERSION,FONDO ROTATORIO DE LA REGISTRADURÍA,51746000000.0,2802,28,88.05,58768881317.43328
2016,FUNCIONAMIENTO,FONDO SOCIAL DE VIVIENDA DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,12049350000.0,2803,28,88.05,13684667802.38501
2016,FUNCIONAMIENTO,FISCALÍA GENERAL DE LA NACIÓN,2895676929040.0,2901,29,88.05,3288673400386.1445
2016,INVERSION,FISCALÍA GENERAL DE LA NACIÓN,132064000000.0,2901,29,88.05,149987507098.23965
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,161439208668.0,2902,29,88.05,183349470378.1942
2016,INVERSION,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,40548917250.0,2902,29,88.05,46052149063.03237
2016,FUNCIONAMIENTO,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,151748644562.0,3201,32,88.05,172343718980.12494
2016,INVERSION,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,170307338131.0,3201,32,88.05,193421167667.23453
2016,FUNCIONAMIENTO,"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM",46215266040.0,3202,32,88.05,52487525315.16184
2016,INVERSION,"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM",24466567258.0,3202,32,88.05,27787129197.047134
2016,FUNCIONAMIENTO,FONDO NACIONAL AMBIENTAL,24917274000.0,3204,32,88.05,28299005110.73254
2016,INVERSION,FONDO NACIONAL AMBIENTAL,211607000000.0,3204,32,88.05,240325951164.11133
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y SAN JORGE (CVS),2633188210.0,3208,32,88.05,2990560147.6433845
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO (CRQ),4297651110.0,3209,32,88.05,4880921192.504259
2016,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),2929675880.0,3210,32,88.05,3327286632.5951166
2016,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),1407000000.0,3210,32,88.05,1597955706.9846678
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS (CORPOCALDAS),3036887270.0,3211,32,88.05,3449048574.673481
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),1779241000.0,3212,32,88.05,2020716638.2737083
2016,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),2554000000.0,3212,32,88.05,2900624645.0880184
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA (CDMB),1000000000.0,3213,32,88.05,1135718341.8512208
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA (CORTOLIMA),1674707860.0,3214,32,88.05,1901996433.8444066
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA (CARDER),2158779490.0,3215,32,88.05,2451765462.8052244
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO (CORPONARIÑO),2028787000.0,3216,32,88.05,2304130607.609313
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),2985305000.0,3217,32,88.05,3390465644.5201592
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),3065869740.0,3218,32,88.05,3481964497.444634
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR (CORPOCESAR),2310376550.0,3219,32,88.05,2623937024.4179444
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CAUCA (CRC),4564904000.0,3221,32,88.05,5184445201.590006
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA (CORPAMAG),3779120560.0,3222,32,88.05,4292016536.0590577
2016,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA (CORPOAMAZONIA),1871523690.0,3223,32,88.05,2125523781.9420786
2016,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),1913064670.0,3224,32,88.05,2172702634.8665533
2016,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),2511000000.0,3224,32,88.05,2851788756.388416
2016,FUNCIONAMIENTO,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",1844350140.0,3226,32,88.05,2094662282.7938673
2016,INVERSION,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",763000000.0,3226,32,88.05,866553094.8324816
2016,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),2052084960.0,3227,32,88.05,2330590528.1090293
2016,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),481000000.0,3227,32,88.05,546280522.4304373
2016,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE (CORPOMOJANA),1790711260.0,3228,32,88.05,2033743622.9415107
2016,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE (CORPOMOJANA),213000000.0,3228,32,88.05,241908006.81431007
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),1752966080.0,3229,32,88.05,1990875729.6990347
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),1975074090.0,3230,32,88.05,2243127870.528109
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),1893454220.0,3231,32,88.05,2150430687.1095967
2016,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),2680000000.0,3231,32,88.05,3043725156.161272
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),2001762000.0,3232,32,88.05,2273437819.420784
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO (CRA),1760082000.0,3233,32,88.05,1998957410.5621808
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER (CAS),1667488320.0,3234,32,88.05,1893797069.846678
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),1853795530.0,3235,32,88.05,2105389585.4628053
2016,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),1578000000.0,3235,32,88.05,1792163543.4412267
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR (CORPOCHIVOR),1779210710.0,3236,32,88.05,2020682237.3651335
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),679640360.0,3237,32,88.05,771880022.7143669
2016,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),297242992.0,3237,32,88.05,337584318.00113577
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),1926362540.0,3238,32,88.05,2187805269.733106
2016,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLIVAR (CSB),2140310960.0,3239,32,88.05,2430790414.5371947
2016,FUNCIONAMIENTO,MINISTERIO DE CULTURA,187995916751.0,3301,33,88.05,213510410847.24588
2016,INVERSION,MINISTERIO DE CULTURA,147442183882.0,3301,33,88.05,167452792597.38785
2016,FUNCIONAMIENTO,ARCHIVO GENERAL DE LA NACIÓN,9755914055.0,3304,33,88.05,11079970533.78762
2016,INVERSION,ARCHIVO GENERAL DE LA NACIÓN,30218709266.0,3304,33,88.05,34319942380.465645
2016,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA,5778041016.0,3305,33,88.05,6562227161.839864
2016,INVERSION,INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA,9783705678.0,3305,33,88.05,11111533989.778536
2016,FUNCIONAMIENTO,INSTITUTO CARO Y CUERVO,5740294744.0,3307,33,88.05,6519358028.392959
2016,INVERSION,INSTITUTO CARO Y CUERVO,5600000000.0,3307,33,88.05,6360022714.3668375
2016,FUNCIONAMIENTO,AUDITORÍA GENERAL DE LA REPÚBLICA,24984210000.0,3401,34,88.05,28375025553.662693
2016,INVERSION,AUDITORÍA GENERAL DE LA REPÚBLICA,4387407519.0,3401,34,88.05,4982859192.504259
2016,FUNCIONAMIENTO,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",325752220855.0,3501,35,88.05,369962772123.79333
2016,INVERSION,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",201026800000.0,3501,35,88.05,228309823963.657
2016,FUNCIONAMIENTO,SUPERINTENDENCIA DE SOCIEDADES,121521244000.0,3502,35,88.05,138013905735.37762
2016,INVERSION,SUPERINTENDENCIA DE SOCIEDADES,12100000000.0,3502,35,88.05,13742191936.399775
2016,FUNCIONAMIENTO,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,63544883000.0,3503,35,88.05,72169089153.88985
2016,INVERSION,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,76950000000.0,3503,35,88.05,87393526405.45145
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,6148426000.0,3504,35,88.05,6982880181.714935
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,14000000000.0,3504,35,88.05,15900056785.917093
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE METROLOGÍA - INM,10293575886.0,3505,35,88.05,11690602936.967632
2016,INVERSION,INSTITUTO NACIONAL DE METROLOGÍA - INM,7823667000.0,3505,35,88.05,8885482112.436117
2016,FUNCIONAMIENTO,MINISTERIO DEL TRABAJO,20095524078424.0,3601,36,88.05,22822855284978.992
2016,INVERSION,MINISTERIO DEL TRABAJO,1497180168837.0,3601,36,88.05,1700374978804.0886
2016,FUNCIONAMIENTO,SERVICIO NACIONAL DE APRENDIZAJE (SENA),78458230875.0,3602,36,88.05,89106451873.93527
2016,DEUDA,SERVICIO NACIONAL DE APRENDIZAJE (SENA),278101125.0,3602,36,88.05,315844548.55195916
2016,INVERSION,SERVICIO NACIONAL DE APRENDIZAJE (SENA),3017759271177.0,3602,36,88.05,3427324555567.2915
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,7822177256.0,3612,36,88.05,8883790182.850653
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,5478000000.0,3612,36,88.05,6221465076.660989
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,9485043220.0,3613,36,88.05,10772337558.205566
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,25322641415.0,3613,36,88.05,28759388319.136856
2016,FUNCIONAMIENTO,MINISTERIO DEL INTERIOR,385457251746.0,3701,37,88.05,437770870807.4958
2016,INVERSION,MINISTERIO DEL INTERIOR,95771659887.0,3701,37,88.05,108769630763.20273
2016,FUNCIONAMIENTO,FONDO PARA LA PARTICIPACIÓN Y EL FORTALECIMIENTO DE LA DEMOCRACIA,11333824369.0,3702,37,88.05,12872032219.193642
2016,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR,3304368230.0,3703,37,88.05,3752831607.041454
2016,INVERSION,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR,512367900.0,3703,37,88.05,581905621.8057922
2016,FUNCIONAMIENTO,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS NASA KI WE,4556777964.0,3704,37,88.05,5175216313.458262
2016,INVERSION,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS NASA KI WE,17000000000.0,3704,37,88.05,19307211811.470757
2016,FUNCIONAMIENTO,UNIDAD NACIONAL DE PROTECCIÓN - UNP,474189531194.0,3708,37,88.05,538545748090.8575
2016,INVERSION,UNIDAD NACIONAL DE PROTECCIÓN - UNP,3000000000.0,3708,37,88.05,3407155025.553663
2016,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DE BOMBEROS,4327699701.0,3709,37,88.05,4915047928.449745
2016,INVERSION,DIRECCIÓN NACIONAL DE BOMBEROS,31000000000.0,3709,37,88.05,35207268597.38785
2016,FUNCIONAMIENTO,COMISIÓN NACIONAL DEL SERVICIO CIVIL,17344943880.0,3801,38,88.05,19698970902.896084
2016,INVERSION,COMISIÓN NACIONAL DEL SERVICIO CIVIL,40836700000.0,3801,38,88.05,46378989210.67576
2016,FUNCIONAMIENTO,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",20571865769.0,3901,39,88.05,23363845279.95457
2016,INVERSION,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",298330896047.0,3901,39,88.05,338819870581.4878
2016,FUNCIONAMIENTO,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO",1733442838890.0,4001,40,88.05,1968702826678.024
2016,INVERSION,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO",514353527000.0,4001,40,88.05,584160734809.7672
2016,FUNCIONAMIENTO,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,3782440000.0,4002,40,88.05,4295786484.951733
2016,INVERSION,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,1153661000000.0,4002,40,88.05,1310233957978.4214
2016,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,121149857500.0,4101,41,88.05,137592115275.4117
2016,INVERSION,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,3107348439976.0,4101,41,88.05,3529072617803.521
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL PARA LA CONSOLIDACIÓN TERRITORIAL,38379480000.0,4102,41,88.05,43588279386.7121
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL PARA LA CONSOLIDACIÓN TERRITORIAL,130000000000.0,4102,41,88.05,147643384440.65872
2016,FUNCIONAMIENTO,AGENCIA NACIONAL PARA LA SUPERACIÓN DE LA POBREZA EXTREMA,24741060000.0,4103,41,88.05,28098875638.841568
2016,INVERSION,AGENCIA NACIONAL PARA LA SUPERACIÓN DE LA POBREZA EXTREMA,211289000000.0,4103,41,88.05,239964792731.40262
2016,FUNCIONAMIENTO,UNIDAD DE ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS,728343940000.0,4104,41,88.05,827193571834.1852
2016,INVERSION,UNIDAD DE ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS,1110965248466.0,4104,41,88.05,1261743609842.1353
2016,FUNCIONAMIENTO,CENTRO DE MEMORIA HISTÓRICA,11028220000.0,4105,41,88.05,12524951731.970472
2016,INVERSION,CENTRO DE MEMORIA HISTÓRICA,32403364610.0,4105,41,88.05,36801095525.26974
2016,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),363226713005.0,4106,41,88.05,412523240210.1079
2016,INVERSION,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),4870354889403.0,4106,41,88.05,5531351379219.762
2016,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA,82088500000.0,4201,42,88.05,93229415105.05396
2016,INVERSION,DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA,12520000000.0,4201,42,88.05,14219193639.977287
2016,FUNCIONAMIENTO,MINISTERIO DEL DEPORTE,67191325274.0,4301,43,88.05,76310420526.97331
2016,INVERSION,MINISTERIO DEL DEPORTE,347000000000.0,4301,43,88.05,394094264622.37366
2017,FUNCIONAMIENTO,CONGRESO DE LA REPÚBLICA,431202577794.0,101,1,93.11,463110920195.4677
2017,INVERSION,CONGRESO DE LA REPÚBLICA,68223303705.0,101,1,93.11,73271725598.75417
2017,FUNCIONAMIENTO,PRESIDENCIA DE LA REPÚBLICA,168930000000.0,201,2,93.11,181430565997.2076
2017,INVERSION,PRESIDENCIA DE LA REPÚBLICA,54063730451.0,201,2,93.11,58064365214.262695
2017,FUNCIONAMIENTO,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",25374000000.0,209,2,93.11,27251637847.707012
2017,INVERSION,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",42033051865.0,209,2,93.11,45143434502.2017
2017,FUNCIONAMIENTO,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,84170000000.0,211,2,93.11,90398453442.16518
2017,INVERSION,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,1120540773.0,211,2,93.11,1203459105.3592525
2017,FUNCIONAMIENTO,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,126172692333.0,212,2,93.11,135509281852.6474
2017,INVERSION,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,1655637121.0,212,2,93.11,1778151778.5415099
2017,FUNCIONAMIENTO,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,4436950000.0,213,2,93.11,4765277628.61132
2017,INVERSION,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,4713000000.0,213,2,93.11,5061754913.54312
2017,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,65594398000.0,301,3,93.11,70448284824.40125
2017,INVERSION,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,308993280129.0,301,3,93.11,331858318256.90045
2017,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,8745034382.0,303,3,93.11,9392153777.252712
2017,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,9000000000.0,303,3,93.11,9665986467.618944
2017,FUNCIONAMIENTO,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,107900848000.0,324,3,93.11,115885348512.51208
2017,INVERSION,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,17997504845.0,324,3,93.11,19329293142.5196
2017,FUNCIONAMIENTO,FONDO NACIONAL DE REGALÍAS EN LIQUIDACIÓN,938809000.0,325,3,93.11,1008279454.4087638
2017,INVERSION,FONDO NACIONAL DE REGALÍAS EN LIQUIDACIÓN,40000000000.0,325,3,93.11,42959939856.0842
2017,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),72431935596.0,401,4,93.11,77791789921.59811
2017,INVERSION,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),84509213611.0,401,4,93.11,90762768350.3383
2017,FUNCIONAMIENTO,FONDO ROTATORIO DEL DANE,357013183.0,402,4,93.11,383431621.73772955
2017,INVERSION,FONDO ROTATORIO DEL DANE,7400000000.0,402,4,93.11,7947588873.375577
2017,FUNCIONAMIENTO,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,53716315054.0,403,4,93.11,57691241600.25776
2017,INVERSION,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,87109446292.0,403,4,93.11,93555414340.02792
2017,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,17180475896.0,501,5,93.11,18451805279.776608
2017,INVERSION,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,12323561481.0,501,5,93.11,13235486500.912899
2017,FUNCIONAMIENTO,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,47543018593.0,503,5,93.11,51061130483.299324
2017,INVERSION,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,218760000000.0,503,5,93.11,234947911072.9245
2017,FUNCIONAMIENTO,MINISTERIO DE RELACIONES EXTERIORES,382151000000.0,1101,11,93.11,410429599398.56085
2017,FUNCIONAMIENTO,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,304944000000.0,1102,11,93.11,327509397486.8435
2017,INVERSION,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,75494590006.0,1102,11,93.11,81081076152.93738
2017,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,88786000000.0,1104,11,93.11,95356030501.5573
2017,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,18961610151.0,1104,11,93.11,20364740791.536892
2017,FUNCIONAMIENTO,MINISTERIO DE JUSTICIA Y DEL DERECHO,56911306718.0,1201,12,93.11,61122657843.41102
2017,INVERSION,MINISTERIO DE JUSTICIA Y DEL DERECHO,21312561093.0,1201,12,93.11,22889658568.360004
2017,FUNCIONAMIENTO,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,239375941569.0,1204,12,93.11,257089401319.94415
2017,INVERSION,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,573907800000.0,1204,12,93.11,616376114273.44
2017,FUNCIONAMIENTO,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,950395741071.0,1208,12,93.11,1020723596897.2183
2017,INVERSION,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,3371315288.0,1208,12,93.11,3620787550.2094297
2017,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,31373178190.0,1210,12,93.11,33694746203.415314
2017,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,7387956510.0,1210,12,93.11,7934654183.224143
2017,FUNCIONAMIENTO,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,614494320343.0,1211,12,93.11,659965976096.0154
2017,INVERSION,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,314878374431.0,1211,12,93.11,338178900688.43304
2017,FUNCIONAMIENTO,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,20665270321591.0,1301,13,93.11,22194469253131.777
2017,INVERSION,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,1733941021004.0,1301,13,93.11,1862250049408.2268
2017,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,12114711978.0,1308,13,93.11,13011182448.716572
2017,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,12100000000.0,1308,13,93.11,12995381806.465471
2017,FUNCIONAMIENTO,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,14007515941.0,1309,13,93.11,15044051058.962517
2017,INVERSION,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,12748951691.0,1309,13,93.11,13692354946.837074
2017,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,1008882152587.0,1310,13,93.11,1083537914925.357
2017,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,255968868369.0,1310,13,93.11,274910179754.0543
2017,FUNCIONAMIENTO,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,8293349014.0,1312,13,93.11,8907044371.17388
2017,INVERSION,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,1723840000.0,1312,13,93.11,1851401568.0378046
2017,FUNCIONAMIENTO,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,184209778243.0,1313,13,93.11,197841024855.54718
2017,INVERSION,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,15811000000.0,1313,13,93.11,16980990226.613682
